Event_ID,Timestamp,Vehicle_ID,Is_Violation,Violation_Type,Details,Speed_KPH,Throttle,Brake,Steer,Heading,Latitude,Longitude,Altitude,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,LiDAR_Points,Proximity_Alert,Collision_Partner,Traffic_Light_State,Lane_Type
ffa6d097,13-04-2025 11:02,c926df1d,1,Red Light Violation,Approaching red light at 17.33 km/h,17.32754489,0.263870001,0,0.008780582,89.96981812,9.94E-05,-0.000989669,0.141516417,-0.995459259,0.05075258,9.811861992,-0.000278875,0.000705183,0.014336135,5756,1,None,Red,Driving
9e52f0b0,13-04-2025 11:02,82b227dd,1,Lane Violation,Crossed lane markings,15.81364623,0,0.006125233,0.183189422,82.18913269,-0.00037346,0.000363132,-0.003357658,-0.74845475,0.509040892,9.80918026,-0.000324358,-0.00049406,0.191922158,5676,1,None,None,Driving
aef70384,13-04-2025 11:02,c926df1d,0,None,None,0.000641915,0,1,0.003458198,90.1705246,7.98E-05,-0.000989748,0.143116906,-16.93569374,-0.025033951,9.637363434,3.17E-05,-0.001546157,-1.18E-06,5116,1,None,Red,Driving
9c51e865,13-04-2025 11:02,82b227dd,0,None,None,14.34982958,0.010691534,0,0.081728093,86.50534821,-0.000398027,0.000363871,-0.003463325,-0.615299165,0.175741524,9.810109138,0.000769203,0.000104538,0.079421327,5612,1,None,None,Driving
12c97c71,13-04-2025 11:02,79e49d92,1,Lane Violation,Crossed lane markings,20.40896139,0.252249748,0,0.042132773,99.11534119,-0.000803292,-0.000440472,0.001571045,-0.324560523,0.494779229,9.809874535,-0.020959841,0.005445762,0.107019134,5696,1,None,None,Driving
4d5df648,13-04-2025 11:02,79e49d92,0,None,None,20.25469307,0.334865034,0,0.028410561,99.93565369,-0.000835638,-0.000446535,0.001377029,-0.208339632,0.030496731,9.826852798,-0.000620795,0.005571913,0.007333654,5248,1,None,None,Driving
3d359a2d,13-04-2025 11:02,7e92bef7,1,Wrong Way Driving,Vehicle moving opposite to lane direction,20.17084288,0.361102909,0,-0.178831279,-110.598381,0.000496539,-0.000420847,-0.004340553,-0.691309094,-1.277412653,9.787623405,0.003796113,0.003430612,-0.288363278,5036,1,None,None,Driving
e9ae4f03,13-04-2025 11:02,7e92bef7,0,None,None,20.01049844,0.522619247,0,-0.210870892,-122.0726166,0.000522361,-0.000435923,-0.004391327,-0.669190168,-2.857943058,9.779579163,-0.003875133,0.003089699,-0.363204926,5660,1,None,None,Driving
48fb2228,13-04-2025 11:02,82b227dd,1,Lane Violation,Crossed lane markings,20.63716303,0.24401091,0,-0.083860204,3.396709681,-0.000627603,0.000507475,-0.003449364,-0.379502535,-0.24843739,9.813093185,0.000335375,0.000303136,-0.142219245,5812,1,None,None,Driving
94561d90,13-04-2025 11:02,82b227dd,0,None,None,20.66119567,0.20629634,0,-0.07679572,2.738197565,-0.00062781,0.000538265,-0.003440971,0.063015454,-0.275996745,9.809105873,0.000616016,8.37E-05,-0.118949622,5788,1,None,None,Driving
44a2f1fa,13-04-2025 11:02,aaf781f7,1,Red Light Violation,Approaching red light at 16.69 km/h,16.69426124,0,1,0.000694801,-179.8601685,-0.000149343,-0.000190545,-0.004612694,-0.748370588,0.015698908,9.957222939,0.000268345,-0.014037325,0.001254838,5604,1,None,Red,Driving
e0064bbb,13-04-2025 11:02,aaf781f7,0,None,None,0.032095498,0,1,0.000311182,-179.8786774,-0.000149307,-0.000203106,0.038250312,0.036593795,0.001891289,8.991947174,1.97E-05,-0.030204097,-6.66E-05,5516,1,None,Red,Driving
3872d445,13-04-2025 11:02,6c9418f3,1,Lane Violation,Crossed lane markings,18.00177356,0.850000024,0,0.089260712,10.52885246,0.000543769,9.38E-05,-0.003631706,-4.159704685,0.78934294,9.779557228,-0.027032588,0.018871373,0.149218708,5736,1,None,None,Driving
d343d860,13-04-2025 11:02,6c9418f3,0,None,None,18.69153342,0.850000024,0,0.040145941,12.92090511,0.000537618,0.000119534,-0.005487594,5.214622974,0.215334505,9.888839722,-0.005933007,-0.01934921,0.057359014,5644,1,None,None,Driving
04a6b21b,13-04-2025 11:02,3cf5e815,1,Red Light Violation,Approaching red light at 12.79 km/h,12.78950365,0,1,0.000800664,0.089551449,-0.000220001,-0.000646154,-0.005322418,-5.893083572,0.00102348,9.83380127,-0.000317357,0.036765482,0.001510027,5188,1,None,Red,Driving
1cff5b50,13-04-2025 11:02,3cf5e815,0,None,None,0.0292704,0,1,-0.000673231,0.170091435,-0.000220015,-0.000636115,-0.002765388,0.010634399,0.000768957,9.68000412,0.000188306,-0.055695504,-2.14E-05,5212,1,None,Red,Driving
e9e70e85,13-04-2025 11:03,82b227dd,1,Lane Violation,Crossed lane markings,20.57457403,0.294884861,0,0.173805565,84.58526611,-0.000732808,0.00088864,-0.003364525,0.27520594,0.616655648,9.804944038,0.000634791,-0.000429015,0.239671543,5408,1,None,None,Driving
a0b8f142,13-04-2025 11:03,82b227dd,0,None,None,20.45383991,0.266407132,0,0.08572606,87.16566467,-0.000768713,0.000888589,-0.003312569,0.063281707,-0.062317733,9.809499741,-0.002030854,0.000141814,0.140134692,5208,1,None,None,Driving
3ae46589,13-04-2025 11:03,5d23cd89,1,Red Light Violation,Approaching red light at 15.31 km/h,15.31235591,0.850000024,0,0.119403347,-8.856608391,0.000549662,-0.000671969,-0.003283882,-0.263162464,0.500555992,9.794341087,-0.008916557,0.007232163,0.139307663,5332,1,None,Red,Driving
ab288a71,13-04-2025 11:03,396768a5,1,Red Light Violation,Approaching red light at 16.96 km/h,16.96273483,0,0.063766114,0.000248524,-89.6083374,-0.000454578,0.000983847,-0.018491859,-2.335026503,0.005761862,9.756256104,0.000211258,0.007583607,1.60E-05,5320,1,None,Red,Driving
d03fbdef,13-04-2025 11:03,5d23cd89,0,None,None,0.000609273,0,1,0.079902254,-4.817414761,0.000551911,-0.000643434,-0.000761833,-3.273364544,-0.230255008,9.727351189,-0.004915685,0.009159022,8.65E-06,5928,1,None,Red,Driving
1b5684ef,13-04-2025 11:03,396768a5,0,None,None,0.002482947,0,1,-0.00061556,-89.59651947,-0.000437038,0.000983967,-0.018562699,-0.044644225,0.000269126,9.843647957,-3.20E-05,-0.009989847,5.62E-07,5552,1,None,Red,Driving
8b16258d,13-04-2025 11:03,82b227dd,1,Lane Violation,Crossed lane markings,20.50949521,0.297588199,0,0.131022885,145.2447052,-0.001132701,0.000726265,-0.003418922,0.418618262,0.668551564,9.803386688,-0.001390692,0.000575728,0.180233181,5404,1,None,None,Driving
2301f26e,13-04-2025 11:03,82b227dd,0,None,None,20.44170536,0.279866874,0,0.209160775,146.2590332,-0.00114713,0.000699163,-0.003421211,0.698325634,0.726506233,9.801972389,-0.00300091,-0.000307666,0.176339477,5744,1,None,None,Driving
43236cdc,13-04-2025 11:03,5d23cd89,1,Lane Violation,Crossed lane markings,10.63288157,0.850000024,0,0.065657087,-4.010224819,0.000552402,-0.000630269,-0.006027183,4.397738934,0.190532416,9.812019348,-0.000830996,0.003779524,0.054283492,5940,1,None,Green,Driving
c98b16a7,13-04-2025 11:03,5d23cd89,0,None,None,10.63288157,0.850000024,0,0.065657087,-4.010224819,0.000552903,-0.000612647,-0.003624687,-1.233120918,0.066640832,9.803894043,-0.000990816,0.012939325,0.035343122,5620,1,None,Green,Driving
d5084570,13-04-2025 11:03,20c16007,1,Lane Violation,Crossed lane markings,22.03965695,0,1,-0.363877028,108.3369141,0.000390156,-0.000969448,0.042773858,-5.281709194,-7.88495779,9.805194855,-0.00338369,0.006840915,-0.992055893,5104,1,None,None,Driving
ceca1907,13-04-2025 11:03,20c16007,0,None,None,12.04215831,0,1,-0.11580009,99.56893158,0.000373502,-0.000971877,0.042667273,-0.009908401,0.001135778,9.812469482,-0.000395402,-0.004097364,-1.81E-06,4964,1,None,None,Driving
e891283f,13-04-2025 11:03,c926df1d,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.01666628,0.850000024,0,-0.176259086,57.63119507,-0.000156719,-0.000961601,0.141968116,-1.094515085,-1.759171009,9.789916039,-0.001378463,-0.001191225,-0.341862202,5236,1,None,None,Driving
d6fcc9d2,13-04-2025 11:03,c926df1d,0,None,None,19.3352528,0.687459528,0,-0.191186935,44.96535492,-0.00018314,-0.000938581,0.14190349,-1.23461926,-2.032265186,9.787311554,-0.001362881,0.000308188,-0.367706716,5180,1,None,None,Driving
ac6ee578,13-04-2025 11:03,20c16007,1,Lane Violation,Crossed lane markings,20.31097898,0,0.699999988,-0.003286356,95.91596222,0.000295225,-0.000979846,0.042823754,-3.41236186,-0.055700779,9.806610107,6.74E-06,0.000255355,0.063050009,5904,1,None,None,Driving
7b5ad9dd,13-04-2025 11:03,20c16007,0,None,None,16.26469646,0.850000024,0,0.000351466,95.77086639,0.000270726,-0.000982309,0.042556874,4.169049263,0.02125597,9.809299469,3.99E-05,-0.001121323,0.000366993,5028,1,None,None,Driving
f863cea8,13-04-2025 11:03,559432b7,1,Lane Violation,Crossed lane markings,19.4942395,0.850000024,0,0.27251637,26.41469765,0.000545168,-0.000243658,0.002733383,1.662716627,5.25286293,9.644479752,0.053505536,0.0319301,1.490966439,5468,1,None,None,Driving
beafef33,13-04-2025 11:03,559432b7,0,None,None,20.40020268,0.229138404,0,-0.06330198,40.01317596,0.000528162,-0.000214647,0.00228508,1.817998886,-4.133634567,9.751527786,-0.090128571,0.007145307,-1.366819501,5296,1,None,None,Driving
09ea56b5,13-04-2025 11:03,2a54d78f,1,Wrong Way Driving,Vehicle moving opposite to lane direction,23.10565735,0.473318696,0,-0.178475574,58.04553986,-0.000158212,-0.000960077,-0.027735557,9.962730408,-2.955916643,10.22941494,0.026403176,0.036622543,-0.383037001,5576,1,None,None,Driving
7ed27b28,13-04-2025 11:03,2a54d78f,0,None,None,18.83430328,0.850000024,0,-0.150635839,43.87879562,-0.000187947,-0.000932451,-0.02895111,0.972942829,-0.917040527,9.656898499,-0.015996017,0.00604671,-0.297571093,5512,1,None,None,Driving
ea9df339,13-04-2025 11:03,7e92bef7,1,Red Light Violation,Approaching red light at 15.67 km/h,15.66996487,0,1,-0.000175733,0.103262439,-0.000251388,-0.000653459,-0.004859963,-1.811711431,-0.007916408,9.793294907,-6.10E-05,0.003363465,-4.73E-05,5652,1,None,Red,Driving
b008588b,13-04-2025 11:03,7e92bef7,0,None,None,0.665713293,0,1,0.000890449,0.115089856,-0.000251421,-0.000638664,-0.006040115,-4.519479752,-0.013375092,9.7987957,2.63E-05,-0.00371004,-0.002391956,5644,1,None,Red,Driving
a531ca7d,13-04-2025 11:03,aaf781f7,1,Red Light Violation,Approaching red light at 17.24 km/h,17.23933352,0.38601616,0,0.00061556,-179.848877,-0.000147882,-0.000718943,0.001236687,0.804189146,0.020513048,9.71668911,0.000654981,-0.010863032,0.000536288,5132,1,None,Red,Driving
505fdc8b,13-04-2025 11:03,aaf781f7,0,None,None,0.053352036,0,1,0.000761803,-179.8755951,-0.000147828,-0.00073686,0.03494091,-13.87907219,0.015050655,9.37984848,8.17E-05,0.15305914,-0.00138197,5408,1,None,Red,Driving
d7b603d0,13-04-2025 11:04,7b384fe9,1,Red Light Violation,Approaching red light at 14.65 km/h,14.65040581,0,1,0,-89.54644012,0.00034432,-0.000374438,-0.001233749,-4.453598022,-0.002326488,9.802046776,7.26E-06,0.011836634,-0.000233798,5420,1,None,Red,Driving
2c6f782c,13-04-2025 11:04,7b384fe9,0,None,None,0.008618481,0,1,0,-89.53955078,0.000356484,-0.000374343,-0.001537476,-0.057884932,-0.001027759,9.805524826,-1.90E-05,-0.020106856,-2.86E-06,5064,1,None,Red,Driving
c696e7e6,13-04-2025 11:04,82b227dd,1,Lane Violation,Crossed lane markings,20.42240155,0.278208405,0,0.005920756,-89.87036133,-0.000959931,-0.0004049,-0.003460426,0.070328742,0.041467778,9.80982399,0.000507471,0.000104382,0.006500104,5660,1,None,None,Driving
1a55a4b7,2025-04-13 11:36:14,567150c6,0,None,None,12.417575406780658,0.8500000238418579,0.0,-0.10766821354627609,-5.780794620513916,-0.00021817616917019222,-0.0005668072202087757,-0.010068206116557121,2.9464238693936604,-0.4740356593603976,9.792937169883254,-0.001508413975572863,1.942531626161054e-05,-0.1741189554963831,8624,1,None,None,Driving
90394a77,2025-04-13 11:36:15,85c87bf2,1,Lane Violation,Crossed lane markings,7.871749912352731,0.8500000238418579,0.0,-0.031994614750146866,90.33860778808594,-0.0006595800745969882,-0.0009981595819584634,0.018568839877843857,4.001128415800348,-0.11005053273101512,9.217507528961598,-0.016459124103218103,0.001975756082810475,-0.005339002154323928,9344,1,None,None,Driving
584459e6,2025-04-13 11:36:15,e13fa959,0,None,None,9.681526502509048,0.8500000238418579,0.0,0.0008796547190286219,0.2968202531337738,-0.00025139415456010283,-0.0005723070642458226,-0.019682539626955986,1.8342042235214648,0.014783846099178245,9.733957683669754,-0.0034844291524364626,0.007591107219142854,-0.0016928111118175168,8376,1,None,None,Driving
36b3a2ee,2025-04-13 11:36:16,5747df30,1,Lane Violation,Crossed lane markings,5.081686170074953,0.8500000238418579,0.0,0.3482521176338196,92.9056625366211,-0.000550154715696749,-0.0010002355379182398,-0.003997497260570526,0.8895162077900867,0.19340972288181,9.630308164409454,0.011165690466793974,-0.0005866865282511625,0.13888291535387387,8720,1,None,None,Driving
ed12bf12,2025-04-13 11:36:16,c62c5d5c,0,None,None,19.308892803862012,0.8500000238418579,0.0,0.1334322690963745,-174.6097869873047,-0.0001062128615956226,-0.0008521115225430574,-0.010442771948873997,2.031584676119884,1.8797722021933083,9.961231665430578,-0.010173671886111828,0.00045934571274741003,0.3255663630669809,9004,1,None,None,Driving
1592d1ed,2025-04-13 11:36:17,c4545e7f,0,None,None,20.21688973441745,0.4546896815299988,0.0,0.047020383179187775,-86.9542465209961,0.00020673469792598098,-0.0009239452872407427,0.06839874386787415,-1.9297838160624368,0.58020330533167,9.681523921505383,-4.141232752839612e-05,0.013564262517943047,0.0815818634925335,8824,1,None,None,Driving
10001920,2025-04-13 11:36:18,af5805db,0,None,None,19.719118794804363,0.619354248046875,0.0,0.0025898043531924486,-87.0914535522461,0.00019852199274339455,-0.0009559160370615557,-0.02938240021467209,-1.2968863156656933,0.012474096986773882,9.74094872286947,0.002606092664483416,-0.0007465923485403474,0.010300328803574555,8912,1,None,None,Driving
0ce9298e,2025-04-13 11:36:18,5747df30,0,None,None,17.383914475605856,0.5609080195426941,0.0,-0.12990903854370117,104.5600357055664,-0.0006115938282817979,-0.0010187475959052752,-0.005028114188462496,-3.165415423160237,-0.5025188242331686,9.918671211246906,-0.0005529716994664655,0.013982901440510231,-0.19169221357665273,8836,1,None,None,Driving
a5e9a69c,2025-04-13 11:36:19,1f207380,0,None,None,11.428315970850301,0.8500000238418579,0.0,-0.0006357255624607205,90.31897735595703,-0.0005245753949481013,-0.001028037310351227,0.003631934989243746,2.4960332740897497,-0.08427416719854172,9.823946218062378,-0.002408622929734176,0.005904972270729502,-0.012207892284563204,8356,1,None,None,Driving
c9139f3b,2025-04-13 11:36:20,85c87bf2,0,None,None,20.35316808504451,0.3403376638889313,0.0,-0.029082078486680984,80.4439468383789,-0.0008177548283327951,-0.0009830950912426272,-0.003874626010656357,-0.1468453925075121,-0.12001099493607104,9.835094093798713,0.013647615845812252,4.718339399527359e-05,-0.031607793290149434,8908,1,None,None,Driving
b56b2195,2025-04-13 11:36:20,02630d52,0,None,None,20.201361200516967,0.43246349692344666,0.0,-0.010346144437789917,79.9501724243164,-0.0008077310246079605,-0.001016512773457722,-0.0016724014421924949,0.0031296278147004974,-0.148295106783991,9.92576509726251,0.004104446262458712,0.008812403005824025,-0.049727465986530994,8744,1,None,None,Driving
9867b02e,2025-04-13 11:36:21,e66feb1f,0,None,None,19.625606769102916,0.6918389797210693,0.0,-0.0014328258112072945,0.6601930260658264,0.000516255019675782,7.236650586782262e-06,-0.003459663363173604,-0.24979626559449786,0.07588635508200946,9.976927522011621,0.0005461628190475006,0.0020143387766485285,0.00046653482282224594,9448,1,None,None,Driving
7354e460,2025-04-13 11:36:22,caf7f0c0,0,None,None,20.039352306830796,0.40303146839141846,0.0,-0.12847359478473663,65.16337585449219,-0.0001390146705944062,-0.0009724558340827779,-0.005186538677662611,-0.06614235162612085,-1.4493710521718781,9.769972087446085,0.01296463795775803,-0.005459759703202862,-0.32518902095075525,9156,1,None,None,Driving
4a2bb97d,2025-04-13 11:36:22,6a2fb433,0,None,None,0.0,0.0,1.0,-0.012220600619912148,90.6422119140625,0.00012829018889704003,-0.0010209184742488182,-0.007278518285602331,-0.11574412872861813,-0.154504379515802,9.895608139254112,-0.006252051267200112,-0.0032363455068282654,-0.0022544707275901268,9056,1,None,None,Driving
c01d9d4c,2025-04-13 11:36:23,1612e772,0,None,None,0.0,0.0,1.0,0.0,90.68994140625,8.051901716044085e-05,-0.0009893687411814192,-0.0044674682430922985,-0.12496587943024084,0.08067583020605715,9.76756021607645,-0.007537832299206008,-0.0003496349114186976,0.0049802200960618395,9092,1,None,Red,Driving
f221dfa0,2025-04-13 11:36:24,71fe60ce,0,None,None,4.943848624181347e-06,0.0,1.0,-0.002015542471781373,90.8993911743164,0.00018582285130719356,-0.0010194509810493883,0.03879833221435547,0.037909027066606094,-0.009858325077792562,9.805690050968483,0.006128870296683659,0.0002734787285503912,-0.007180738247372317,8800,1,None,None,Driving
022ebf49,2025-04-13 11:36:24,ca0ffdb8,0,None,None,20.199084944767844,0.6571688055992126,0.0,-0.00017573311924934387,0.3351822793483734,-0.0012630124282679844,-0.00016529448082631078,-0.02997356280684471,1.8113366059102274,0.0001483730528027763,9.94890243913536,-0.0019907794059050928,0.007514978215610843,0.0018562225544410565,9392,1,None,None,Driving
35db80bc,2025-04-13 11:36:25,c3a16dfa,0,None,None,20.312197460364423,0.43104785680770874,0.0,0.0006155604496598244,0.34296923875808716,-0.0012316718671172566,-0.0001480159340761209,0.0015871810028329492,-0.17366771822886484,0.06932534618884231,9.936253264530684,0.005776390788304698,0.019151487622271892,-0.0029109865612730514,9648,1,None,None,Driving
44f88be8,2025-04-13 11:36:26,9cb881b0,0,None,None,2.628654107586773,0.8500000238418579,0.0,0.004302669316530228,-179.80825805664062,-0.001168832426657218,-0.00013955836681652143,0.0101096723228693,3.049354143560752,0.09435728903545232,9.83454391428696,-0.017605559143193547,-0.012776538557497236,-0.0259796103429811,9252,1,None,None,Driving
b28e90da,2025-04-13 11:36:27,c1b216e8,0,None,None,0.7067395570650775,0.8500000238418579,0.0,0.004720841534435749,-179.84811401367188,-0.001200207529947761,-0.00015318488622231935,0.04260165989398956,1.5496281883795069,0.06686986589329869,9.81868003052993,0.004723059145926503,-0.005560182755759085,0.019509699907439348,9068,1,None,None,Driving
d22fd357,2025-04-13 11:36:27,e5fa1449,0,None,None,20.12935283759427,0.45635390281677246,0.0,-0.08433453738689423,-42.902076721191406,-0.0011385299120263426,0.0008188207004957259,0.1417367160320282,-0.12770389960334158,-1.1158311323985195,9.79822340183021,0.0034633382710979876,-0.012222828439503626,-0.17862770170107717,7568,1,None,None,Driving
ebf59773,2025-04-13 11:36:28,5747df30,0,None,None,19.990225138735255,0.5762229561805725,0.0,-0.027644341811537743,68.6068115234375,-0.0009483365018070344,-0.0009757822296756383,-0.004463538993149996,0.12251677149374028,-0.11729389093555136,9.729167452510465,-0.009712615586819552,0.010373478951712232,-0.06187146400626438,8288,1,None,None,Driving
fc958595,2025-04-13 11:36:29,85c87bf2,1,Lane Violation,Crossed lane markings,20.622719903937305,0.21084165573120117,0.0,-0.0721002072095871,49.72952651977539,-0.0011017621207827233,-0.0008459094242061806,-0.0034296035300940275,0.10592636085022974,-0.5208133348657514,9.71839618395936,0.011856505501635172,0.01587539304874674,-0.09953072325465753,8420,1,None,None,Driving
cc22d32b,2025-04-13 11:36:30,85c87bf2,0,None,None,20.45705223352273,0.24851518869400024,0.0,-0.10267876833677292,47.38581466674805,-0.0011235421131203793,-0.0008242348402433142,-0.003443565219640732,-0.6848630690717583,-1.059560984869289,9.892271474984298,-0.0022606747490059582,0.010147333550138464,-0.12836568940630774,8652,1,None,None,Driving
52f1c1c7,2025-04-13 11:36:31,85c87bf2,0,None,None,20.46568982606025,0.30609866976737976,0.0,-0.1056552305817604,40.582664489746094,-0.0011450505657819576,-0.0007988029062116853,-0.0034260177053511143,-0.1766326871627391,-0.6008493952587721,9.673881251636562,0.006795646760220862,0.004962594846202954,-0.135316998249335,8860,1,None,None,Driving
51a782ad,2025-04-13 11:36:33,567150c6,1,Red Light Violation,Approaching red light at 15.26 km/h,15.263704542320482,0.8500000238418579,0.0,0.0,-89.57112884521484,0.0003446526551726947,-0.0004058634057517816,-0.006603202782571316,-0.55009678276154,0.13747076765704414,9.735568160082853,-0.00256553625721469,-0.0029832616878299936,0.005534411781035795,8348,1,None,Red,Driving
aeb82dab,2025-04-13 11:36:33,567150c6,0,None,None,4.134462078558483,0.0,1.0,-0.001066182041540742,-89.65691375732422,0.00036355221580208763,-0.0004057393212927134,-0.0031208419241011143,-5.280784831976469,-0.09672570187184769,9.773571601735386,0.0017507870145854016,-0.004664446362775149,-0.00348877072979213,8132,1,None,Red,Driving
bfaf1924,2025-04-13 11:36:54,1612e772,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.18898258661184,0.2221994549036026,0.0,-0.19349472224712372,55.933006286621094,-0.00019662806843712133,-0.0009643119733077239,-0.004098053090274334,-0.6333989632470957,-3.1648461562394505,9.670984668672432,-0.004455938629708112,0.020132175248177252,-0.4709750426260256,9220,1,None,None,Driving
b7412286,2025-04-13 11:36:55,e66feb1f,0,None,None,0.0006136507518921484,0.0,1.0,0.003556943731382489,90.17391967773438,0.00010738624960993093,0.0008932837124197201,-0.004940223414450884,-0.09570876829528432,0.023628122299051847,9.884656804977169,0.001462206274354446,0.008970531250668722,-0.008868520205114243,9180,1,None,Red,Driving
dd20604a,2025-04-13 11:36:56,1612e772,0,None,None,17.584421279002445,0.8500000238418579,0.0,-0.15613941848278046,26.1121883392334,-0.00023584574816482018,-0.0009122353604208199,-0.0035941314417868853,-0.7799298008762238,-1.3768165377765653,9.776751717406558,0.013058841253911763,0.015620248809324448,-0.2952107013918903,8776,1,None,None,Driving
4fd5a67b,2025-04-13 11:37:09,71fe60ce,1,Lane Violation,Crossed lane markings,19.291955290479702,0.7054333090782166,0.0,-0.048575062304735184,79.18034362792969,-0.0004339129701378397,-0.001021493697040842,0.0392053984105587,-1.1102866145090649,-0.6197763058132089,9.877114075287475,0.0028163770849233753,-0.0028386081183383403,-0.11304422915083306,8548,1,None,None,Driving
d13f07c0,2025-04-13 11:37:10,71fe60ce,0,None,None,20.11122636571291,0.5453675985336304,0.0,-0.002748609986156225,77.2746810913086,-0.0004632927500978212,-0.001014949672514354,0.03900676593184471,-0.8653701295834928,-0.09603035993225881,9.755877636292116,-0.003339080862278773,0.015962306295179356,0.01377941766789795,8444,1,None,None,Driving
2f34cf9e,2025-04-13 11:37:11,c62c5d5c,1,Lane Violation,Crossed lane markings,23.780209798283412,0.0,0.699999988079071,-0.09198527038097382,-10.079421997070312,0.0005190005382473828,8.983341315242403e-05,-0.011316871270537376,8.934801910769686,-1.1084271323502928,9.764326345655501,0.017291535602033656,-0.005891802820048125,-0.35357498954660216,8904,1,None,None,Driving
0c521b92,2025-04-13 11:37:12,c62c5d5c,0,None,None,23.215097092878718,0.0,0.699999988079071,-0.07494646310806274,-11.552385330200195,0.0005256361611714055,0.00011829169209378703,-0.01043498981744051,-8.415122213135742,-0.16895981599170995,9.899491031608598,0.002343468786115252,0.01321686527776371,-0.023816806884887486,8676,1,None,None,Driving
8a0e6c2a,2025-04-13 11:37:12,85c87bf2,1,Lane Violation,Crossed lane markings,20.488118735855778,0.2640784680843353,0.0,-0.09440746903419495,-11.479021072387695,-0.0012195276961080026,0.000682268443329872,-0.0034455489367246628,-0.03910151227083947,-0.9422787916952451,9.806387479159675,0.009851033559937982,0.00514886426608595,-0.17409291195703236,8304,1,None,None,Driving
c476088e,2025-04-13 11:37:13,85c87bf2,0,None,None,20.488118735855778,0.2640784680843353,0.0,-0.09440746903419495,-11.479021072387695,-0.00121113271936224,0.0007064437009508553,-0.0034428786020725965,-0.3213403525688485,-0.727433275987414,9.701866645737105,0.0012455159918036223,-0.0025920886000235645,-0.15322932447801318,8124,1,None,None,Driving
10c08564,2025-04-13 11:37:15,ca0ffdb8,1,Red Light Violation,Approaching red light at 17.16 km/h,17.158718405173477,0.0,1.0,0.00017573311924934387,-89.59060668945312,-0.0004608233631273606,0.000983797928098603,-0.030228251591324806,0.1200997674344893,0.0028882123719910398,9.840685407679887,-0.011573433531637188,0.007386030880429722,-0.010451080922356738,9204,1,None,Red,Driving
20a0abda,2025-04-13 11:37:16,ca0ffdb8,0,None,None,0.0280581221360556,0.0,1.0,-0.0014162251027300954,-89.54725646972656,-0.0004433475012035615,0.0009839175919845644,-0.036265771836042404,-3.9402921442287044,0.1031864176123857,10.33702737012965,-0.004213675110397423,0.016998569158547354,0.008095025440109017,9348,1,None,Red,Driving
eea23836,2025-04-13 11:37:26,e5fa1449,1,Red Light Violation,Approaching red light at 11.84 km/h,10.841760536102013,0.0,1.0,0.0,-179.83432006835938,-0.0001493300094210781,-0.00019409286975283026,0.14179041981697083,-5.130613344513395,0.007541310925716084,9.844062377062997,0.0012836973942584385,0.006836522442235698,0.011663124547958984,9264,1,None,Red,Driving
fee4e45b,2025-04-13 11:37:27,e5fa1449,0,None,None,13.864835790772906,0.8500000238418579,0.0,0.0,-179.83445739746094,-0.0001492687210884469,-0.00021528723897746085,0.1411026418209076,5.644469968261704,0.03657043256499461,9.691152932384087,0.011388021592198242,0.0028462927397630514,0.0014425607411347652,9260,1,None,Green,Driving
a353ac6b,2025-04-13 11:37:29,85c87bf2,1,Lane Violation,Crossed lane markings,18.306674814066813,0.8500000238418579,0.0,-0.00913566816598177,-89.10262298583984,-0.0007343074299228647,0.0009503469373791686,-0.003196144010871649,2.276975029299934,-0.06470959620327531,9.696351927458451,0.00012080851310927856,0.008227076497809963,-0.022496233725095908,9664,1,None,None,Driving
37a04634,2025-04-13 11:37:29,85c87bf2,0,None,None,18.426926270892935,0.0,0.699999988079071,-0.007960769347846508,-89.1617202758789,-0.0007096812053077883,0.0009505859910070226,-0.004006080329418182,-0.6886347963923111,0.027240006955725697,9.879209307212676,-0.0012784812123297548,0.006780064747543758,-0.0028527657025573276,9260,1,None,None,Driving
cc369ec4,2025-04-13 11:37:34,c62c5d5c,1,Lane Violation,Crossed lane markings,20.88236073380583,0.0,0.14360162615776062,0.41567808389663696,62.29372024536133,0.00040366826566184955,0.0008566285258260214,-0.011146316304802895,-1.188033009469289,4.622463634636752,9.727976782716958,0.0032743291321923698,0.013324814279573367,0.958330316973591,7992,1,None,None,Driving
83ada603,2025-04-13 11:37:36,c62c5d5c,0,None,None,20.0739280917471,0.7763753533363342,0.0,0.06468277424573898,74.49968719482422,0.0003624953904193262,0.0008671853341572274,-0.010859107598662376,-1.5467557713316116,0.2204262756008797,9.83792749384941,-0.0020137943013865704,0.0005070102914704021,0.021129393042213583,8004,1,None,None,Driving
047070f8,2025-04-13 11:37:36,e66feb1f,1,Lane Violation,Crossed lane markings,19.82206396665545,0.7709066271781921,0.0,0.09988103806972504,175.87745666503906,-0.00012042056641803356,0.0007522413866256462,-0.0034531783312559128,0.08333633706985258,0.565151659013787,9.860116136176172,-0.02010707095940959,0.005820702619240533,0.1908802809364949,9196,1,None,None,Driving
